bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
1342Newton,9/1/17,9/30/17,982,12450.38,12450.38,closed
1316Rosemon,11/1/18,11/30/18,469,16346.04,16346.04,closed
1316Rosemon,12/1/18,12/31/18,-737,15608.73,15608.73,closed
1342Newton,10/1/17,10/31/17,174,12624,12624,closed
1342Newton,1/1/18,1/31/18,982,1860.25,1860.25,closed
1342Newton,12/1/19,12/31/19,-5819,5855.75,5855.75,closed
1342Newton,12/1/21,12/31/21,-14801,3539.75,3539.75,closed
1342Newton,6/1/22,6/30/22,1154,8672.25,8672.25,closed
1905Morning,3/1/15,3/31/15,-207,12446.75,12446.75,closed
1905Morning,8/1/15,8/31/15,1414,17320,17320,closed
1342Newton,2/1/18,2/28/18,982,2841.87,2841.87,closed
1342Newton,3/1/18,3/31/18,982,3823.49,3823.49,closed
1342Newton,4/1/18,4/30/18,982,4805.11,4805.11,closed
1342Newton,6/1/18,6/30/18,982,6728.35,6728.35,closed
1342Newton,7/1/18,7/31/18,1037,7764.97,7764.97,closed
1342Newton,8/1/18,8/31/18,2251,10015.91,10015.91,closed
1342Newton,9/1/18,9/30/18,3905,13921.3,13921.3,closed
1342Newton,10/1/18,10/31/18,792,14712.92,14712.92,closed
1342Newton,11/1/18,11/30/18,-6140,8572.54,8572.54,closed
1342Newton,12/1/18,12/31/18,-5940,2632.34,2632.34,closed
1342Newton,1/1/19,1/31/19,332,2963.96,2963.96,closed
1342Newton,2/1/19,2/28/19,857,3820.58,3820.58,closed
1342Newton,3/1/19,3/31/19,862,4682.2,4682.2,closed
1342Newton,4/1/19,4/30/19,857,5538.82,5538.82,closed
1342Newton,5/1/19,5/31/19,857,6395.44,6395.44,closed
1342Newton,6/1/19,6/30/19,-638,5757.06,5757.06,closed
1342Newton,7/1/19,7/31/19,2352,8108.68,8108.68,closed
1342Newton,8/1/19,8/31/19,771,8880.02,8880.02,closed
1342Newton,9/1/19,9/30/19,882,9761.64,9761.64,closed
1342Newton,10/1/19,10/31/19,957,10718.26,10718.26,closed
1342Newton,11/1/19,11/30/19,957,11674.88,11674.88,closed
1342Newton,1/1/20,1/31/20,957,6812.37,6812.37,closed
1342Newton,2/1/20,2/29/20,957,7768.99,7768.99,closed
1342Newton,4/1/20,4/30/20,-638,8087.23,8087.23,closed
1342Newton,5/1/20,5/31/20,3115,11202.23,11202.23,closed
1342Newton,6/1/20,6/30/20,1625,12827.23,12827.23,closed
1342Newton,7/1/20,7/31/20,-75,12752.23,12752.23,closed
1342Newton,8/1/20,8/31/20,3515,16267.23,16267.23,closed
1342Newton,9/1/20,9/30/20,10095,26362.23,26362.23,closed
1342Newton,10/1/20,10/31/20,-2070,24292.23,24292.23,closed
1342Newton,11/1/20,11/30/20,-3460,20832.18,20832.18,closed
1342Newton,12/1/20,12/31/20,-13918,6914.21,6914.21,closed
1342Newton,1/1/21,1/31/21,907,7820.83,7820.83,closed
1342Newton,2/1/21,2/28/21,2451,10271.45,10271.45,closed
1342Newton,3/1/21,3/31/21,-638,9633.07,9633.07,closed
1342Newton,4/1/21,4/30/21,1012,10644.69,10644.69,closed
1342Newton,5/1/21,5/31/21,1057,11701.31,11701.31,closed
1342Newton,6/1/21,6/30/21,1057,12757.93,12757.93,closed
1342Newton,7/1/21,7/31/21,1057,13814.55,13814.55,closed
1342Newton,8/1/21,8/31/21,1057,14871.17,14871.17,closed
1342Newton,9/1/21,9/30/21,1157,16027.79,16027.79,closed
1342Newton,10/1/21,10/31/21,-638,15389.41,15389.41,closed
1342Newton,11/1/21,11/30/21,2952,18341.03,18341.03,closed
1342Newton,2/1/22,2/28/22,1157,4057.99,4057.99,closed
1342Newton,3/1/22,3/31/22,1153,5211.28,5211.28,closed
1342Newton,4/1/22,4/30/22,2948,8159.57,8159.57,closed
1342Newton,5/1/22,5/31/22,-641,7518.41,7518.41,closed
1342Newton,7/1/22,7/31/22,1154,9826.09,9826.09,closed
1342Newton,8/1/22,8/31/22,-641,9184.93,9184.93,closed
1342Newton,9/1/22,9/30/22,-1015,8170.33,8170.33,closed
1342Newton,10/1/22,10/31/22,-1796,6374.17,6374.17,closed
1342Newton,11/1/22,11/30/22,-641,5733.01,5733.01,closed
1342Newton,12/1/22,12/31/22,-3717,2015.56,2015.56,closed
1342Newton,1/1/23,1/31/23,-641,1374.4,1374.4,closed
1342Newton,2/1/23,2/28/23,-641,733.24,733.24,closed
1342Newton,3/1/23,3/31/23,871,1604.41,1604.41,closed
1342Newton,4/1/23,4/30/23,-641,963.27,963.27,closed
1342Newton,5/1/23,5/31/23,-638,324.89,324.89,closed
1342Newton,6/1/23,6/30/23,362,686.51,686.51,closed
1342Newton,7/1/23,7/31/23,-638,48.13,48.13,closed
1342Newton,8/1/23,8/31/23,2999,3046.77,3046.77,closed
1342Newton,9/1/23,9/30/23,-638,2408.39,2408.39,closed
1342Newton,10/1/23,10/31/23,-638,1770.01,1770.01,closed
1905Morning,1/1/15,1/31/15,2496,11375.99,11375.99,closed
1905Morning,2/1/15,2/28/15,1278,12653.57,12653.57,closed
1905Morning,4/1/15,4/30/15,1417,13863.65,13863.65,closed
1905Morning,5/1/15,5/31/15,466,14329.98,14329.98,closed
1905Morning,6/1/15,6/30/15,730,15060.2,15060.2,closed
1905Morning,7/1/15,7/31/15,846,15906.1,15906.1,closed
1905Morning,9/1/15,9/30/15,50,17370.48,17370.48,closed
1905Morning,10/1/15,10/31/15,1578,18948.38,18948.38,closed
1905Morning,11/1/15,11/30/15,-1801,17147.78,17147.78,closed
1905Morning,12/1/15,12/31/15,-3015,14133.14,14133.14,closed
1905Morning,1/1/16,1/31/16,479,14612.04,14612.04,closed
1905Morning,2/1/16,2/29/16,512,15123.94,15123.94,closed
1905Morning,3/1/16,3/31/16,561,15684.84,15684.84,closed
1905Morning,4/1/16,4/30/16,152,15836.74,15836.74,closed
1905Morning,5/1/16,5/31/16,1886,17722.64,17722.64,closed
1905Morning,6/1/16,6/30/16,-2282,15440.29,15440.29,closed
1905Morning,7/1/16,7/31/16,-413,15026.99,15026.99,closed
1905Morning,8/1/16,8/31/16,513,15539.78,15539.78,closed
1905Morning,9/1/16,9/30/16,316,15855.45,15855.45,closed
1905Morning,10/1/16,10/31/16,644,16499.35,16499.35,closed
1342Newton,12/1/17,12/31/17,-10367,878.63,878.63,closed
1905Morning,11/1/16,11/30/16,744,17243.25,17243.25,closed
1905Morning,2/1/19,2/28/19,739,2652,2652,closed
1905Morning,7/1/19,7/31/19,819,6109,6109,closed
1905Morning,2/1/20,2/29/20,-778,2696.75,2696.75,closed
1905Morning,3/1/17,3/31/17,744,14996.21,14996.21,closed
1905Morning,4/1/17,4/30/17,576,15572.61,15572.61,closed
1905Morning,5/1/17,5/31/17,644,16216.51,16216.51,closed
1905Morning,6/1/17,6/30/17,503,16719.41,16719.41,closed
1905Morning,7/1/17,7/31/17,769,17488.31,17488.31,closed
1905Morning,8/1/17,8/31/17,111,17598.85,17598.85,closed
1905Morning,9/1/17,9/30/17,433,18032.1,18032.1,closed
1905Morning,10/1/17,10/31/17,2487,20519.15,20519.15,closed
1905Morning,11/1/17,11/30/17,-2256,18263.05,18263.05,closed
1905Morning,12/1/17,12/31/17,-14460,3802.61,3802.61,closed
1905Morning,1/1/18,1/31/18,-44,3758.51,3758.51,closed
1905Morning,2/1/18,2/28/18,769,4527.41,4527.41,closed
1905Morning,3/1/18,3/31/18,601,5128.81,5128.81,closed
1905Morning,4/1/18,4/30/18,769,5897.71,5897.71,closed
1905Morning,5/1/18,5/31/18,766,6663.61,6663.61,closed
1905Morning,6/1/18,6/30/18,669,7332.51,7332.51,closed
1905Morning,7/1/18,7/31/18,814,8146.41,8146.41,closed
1905Morning,8/1/18,8/31/18,814,8960.31,8960.31,closed
1905Morning,10/1/18,10/31/18,2364,11863.52,11863.52,closed
1905Morning,11/1/18,11/30/18,-2057,9806.42,9806.42,closed
1905Morning,12/1/18,12/31/18,-7088,2718.2,2718.2,closed
1905Morning,1/1/19,1/31/19,-805,1913.1,1913.1,closed
1905Morning,3/1/19,3/31/19,421,3073.4,3073.4,closed
1905Morning,4/1/19,4/30/19,739,3812.3,3812.3,closed
1905Morning,5/1/19,5/31/19,739,4551.2,4551.2,closed
1905Morning,6/1/19,6/30/19,739,5290.1,5290.1,closed
1905Morning,8/1/19,8/31/19,718,6827.01,6827.01,closed
1905Morning,9/1/19,9/30/19,651,7478.41,7478.41,closed
1905Morning,10/1/19,10/31/19,147,7625.31,7625.31,closed
1905Morning,11/1/19,11/30/19,819,8444.23,8444.23,closed
1905Morning,12/1/19,12/31/19,-4744,3700.06,3700.06,closed
1905Morning,1/1/20,1/31/20,-225,3475.06,3475.06,closed
1905Morning,3/1/20,3/31/20,534,3230.44,3230.44,closed
1905Morning,4/1/20,4/30/20,619,3849.13,3849.13,closed
1905Morning,5/1/20,5/31/20,1285,5134.51,5134.51,closed
1905Morning,6/1/20,6/30/20,619,5753.2,5753.2,closed
1905Morning,7/1/20,7/31/20,644,6396.89,6396.89,closed
1905Morning,8/1/20,8/31/20,644,7040.58,7040.58,closed
1905Morning,10/1/20,10/31/20,380,7703.96,7703.96,closed
1905Morning,11/1/20,11/30/20,509,8212.65,8212.65,closed
1905Morning,12/1/20,12/31/20,-5927,2285.57,2285.57,closed
1905Morning,1/1/21,1/31/21,794,3079.26,3079.26,closed
1905Morning,2/1/21,2/28/21,4698,7777.34,7777.34,closed
1905Morning,3/1/21,3/31/21,794,8571.03,8571.03,closed
1905Morning,4/1/21,4/30/21,609,9179.72,9179.72,closed
1905Morning,5/1/21,5/31/21,329,9509.08,9509.08,closed
1905Morning,6/1/21,6/30/21,5055,14564.04,14564.04,closed
1905Morning,7/1/21,7/31/21,-5012,9551.65,9551.65,closed
1905Morning,8/1/21,8/31/21,599,10151.01,10151.01,closed
1905Morning,9/1/21,9/30/21,719,10869.82,10869.82,closed
1905Morning,10/1/21,10/31/21,219,11089.18,11089.18,closed
1905Morning,11/1/21,11/30/21,3970,15058.85,15058.85,closed
1905Morning,12/1/21,12/31/21,-11101,3958.34,3958.34,closed
1905Morning,1/1/22,1/31/22,1244,5202.03,5202.03,closed
1905Morning,2/1/22,2/28/22,-906,4295.72,4295.72,closed
1905Morning,3/1/22,3/31/22,1257,5552.41,5552.41,closed
1905Morning,4/1/22,4/30/22,-1091,4461.1,4461.1,closed
1905Morning,5/1/22,5/31/22,3714,8174.79,8174.79,closed
1905Morning,7/1/22,7/31/22,-906,6962.17,6962.17,closed
1905Morning,8/1/22,8/31/22,5627,12589.36,12589.36,closed
1905Morning,9/1/22,9/30/22,102448,115036.95,115036.95,closed
1905Morning,10/1/22,10/31/22,-1765,113271.95,113271.95,closed
1905Morning,11/1/22,11/30/22,2954,116226.03,116226.03,closed
1905Morning,12/1/22,12/31/22,-114485,1740.73,1740.73,closed
1905Morning,1/1/23,1/31/23,-75,1665.73,1665.73,closed
1905Morning,2/1/23,2/28/23,-75,1590.73,1590.73,closed
1905Morning,3/1/23,3/31/23,-75,1515.73,1515.73,closed
1905Morning,4/1/23,4/30/23,-75,1440.73,1440.73,closed
1905Morning,5/1/23,5/31/23,-75,1365.73,1365.73,closed
1905Morning,6/1/23,6/30/23,-75,1290.73,1290.73,closed
1905Morning,7/1/23,7/31/23,-75,1215.73,1215.73,closed
1905Morning,8/1/23,8/31/23,-75,1140.73,1140.73,closed
2208Chase,1/1/21,1/31/21,150,4298.39,4298.39,closed
2208Chase,2/1/21,2/28/21,6545,10843.1,10843.1,closed
2208Chase,3/1/21,3/31/21,1341,12184.28,12184.28,closed
2208Chase,4/1/21,4/30/21,-6328,5856.23,5856.23,closed
2208Chase,5/1/21,5/31/21,1125,6981.29,6981.29,closed
2208Chase,6/1/21,6/30/21,1637,8618.74,8618.74,closed
2208Chase,8/1/21,8/31/21,0,8677.45,8677.45,closed
2208Chase,9/1/21,9/30/21,-27,8650.76,8650.76,closed
2208Chase,10/1/21,10/31/21,-80,8570.84,8570.84,closed
2208Chase,11/1/21,11/30/21,0,8570.91,8570.91,closed
2208Chase,12/1/21,12/31/21,0,8570.98,8570.98,closed
2208Chase,1/1/22,1/31/22,0,8571.05,8571.05,closed
2208Chase,2/1/22,2/28/22,0,8571.12,8571.12,closed
2208Chase,3/1/22,3/31/22,0,8571.19,8571.19,closed
1905Morning,1/1/17,1/31/17,1430,15115.86,15115.86,closed
1905Morning,2/1/17,2/28/17,-864,14252.31,14252.31,closed
2417Garden,12/1/21,12/31/21,599,2932,2932,closed
2417Garden,5/1/23,5/31/23,-1927,756.75,756.75,closed
2208Chase,6/1/22,6/30/22,0,8571.41,8571.41,closed
2208Chase,7/1/22,7/31/22,0,8571.48,8571.48,closed
2208Chase,8/1/22,8/31/22,0,8571.55,8571.55,closed
2208Chase,9/1/22,9/30/22,0,8571.62,8571.62,closed
2208Chase,10/1/22,10/31/22,0,8571.69,8571.69,closed
2208Chase,11/1/22,11/30/22,0,8572.16,8572.16,closed
2208Chase,12/1/22,12/31/22,-1999,6573.09,6573.09,closed
2208Chase,1/1/23,1/31/23,1,6573.92,6573.92,closed
2208Chase,2/1/23,2/28/23,1,6574.68,6574.68,closed
2208Chase,3/1/23,3/31/23,1,6575.52,6575.52,closed
2208Chase,4/1/23,4/30/23,1,6576.33,6576.33,closed
2208Chase,5/1/23,5/31/23,1,6577.17,6577.17,closed
2208Chase,6/1/23,6/30/23,1,6577.98,6577.98,closed
2208Chase,7/1/23,7/31/23,100,6678.03,6678.03,closed
2208Chase,8/1/23,8/31/23,42,6720.02,6720.02,closed
2208Chase,9/1/23,9/30/23,1,6720.85,6720.85,closed
2208Chase,10/1/23,10/31/23,1,6721.7,6721.7,closed
2208Chase,11/1/23,11/30/23,1,6722.53,6722.53,closed
2224Heatherton,6/1/20,6/30/20,-5809,13918.04,13918.04,closed
2224Heatherton,7/1/20,7/31/20,-10581,3337.4,3337.4,closed
2224Heatherton,8/1/20,8/31/20,1295,4632.79,4632.79,closed
2224Heatherton,9/1/20,9/30/20,-1394,3238.53,3238.53,closed
2224Heatherton,10/1/20,10/31/20,441,3679.53,3679.53,closed
2224Heatherton,11/1/20,11/30/20,2428,6107.87,6107.87,closed
2224Heatherton,12/1/20,12/31/20,-4475,1632.41,1632.41,closed
2224Heatherton,1/1/21,1/31/21,4304,5936.41,5936.41,closed
2224Heatherton,2/1/21,2/28/21,1066,7002.41,7002.41,closed
2224Heatherton,3/1/21,3/31/21,-1754,5248.41,5248.41,closed
2224Heatherton,4/1/21,4/30/21,77502,82750.71,82750.71,closed
2224Heatherton,5/1/21,5/31/21,1900,84650.71,84650.71,closed
2224Heatherton,6/1/21,6/30/21,-20223,64427.71,64427.71,closed
2224Heatherton,7/1/21,7/31/21,0,64427.71,64427.71,closed
2224Heatherton,8/1/21,8/31/21,0,64427.71,64427.71,closed
2224Heatherton,9/1/21,9/30/21,0,64427.71,64427.71,closed
2224Heatherton,10/1/21,10/31/21,0,64427.71,64427.71,closed
2224Heatherton,11/1/21,11/30/21,0,64427.71,64427.71,closed
2224Heatherton,12/1/21,12/31/21,7588,72015.91,72015.91,closed
2224Heatherton,1/1/22,1/31/22,0,72015.91,72015.91,closed
2224Heatherton,2/1/22,2/28/22,0,72015.91,72015.91,closed
2224Heatherton,3/1/22,3/31/22,-14244,57772.16,57772.16,closed
2224Heatherton,5/1/22,5/31/22,-1810,53743.16,53743.16,closed
2224Heatherton,6/1/22,6/30/22,-2230,51513.16,51513.16,closed
2224Heatherton,7/1/22,7/31/22,-1117,50396.16,50396.16,closed
2224Heatherton,8/1/22,8/31/22,-3287,47109.16,47109.16,closed
2224Heatherton,9/1/22,9/30/22,-1767,45342.16,45342.16,closed
2224Heatherton,10/1/22,10/31/22,-1783,43559.66,43559.66,closed
2224Heatherton,11/1/22,11/30/22,-4960,38599.66,38599.66,closed
2224Heatherton,12/1/22,12/31/22,-6220,32379.23,32379.23,closed
2224Heatherton,1/1/23,1/31/23,-10563,21816.48,21816.48,closed
2224Heatherton,2/1/23,2/28/23,-3104,18712.98,18712.98,closed
2224Heatherton,3/1/23,3/31/23,-2436,16276.73,16276.73,closed
2224Heatherton,4/1/23,4/30/23,-3105,13171.48,13171.48,closed
2224Heatherton,5/1/23,5/31/23,-2139,11032.98,11032.98,closed
2224Heatherton,6/1/23,6/30/23,-616,10417.48,10417.48,closed
2224Heatherton,7/1/23,7/31/23,-1938,8479.48,8479.48,closed
2417Garden,1/1/21,1/31/21,0,3904.39,3904.39,closed
2417Garden,2/1/21,2/28/21,8295,12199.36,12199.36,closed
2417Garden,3/1/21,3/31/21,-1737,10461.96,10461.96,closed
2417Garden,4/1/21,4/30/21,50318,60780.45,60780.45,closed
2417Garden,5/1/21,5/31/21,-48098,12682.85,12682.85,closed
2417Garden,6/1/21,6/30/21,1775,14457.97,14457.97,closed
2417Garden,7/1/21,7/31/21,-10789,3668.91,3668.91,closed
2417Garden,8/1/21,8/31/21,-1147,2522.22,2522.22,closed
2417Garden,9/1/21,9/30/21,-2091,431.49,431.49,closed
2417Garden,11/1/21,11/30/21,-4498,2332.84,2332.84,closed
2417Garden,1/1/22,1/31/22,2572,5504.3,5504.3,closed
2417Garden,2/1/22,2/28/22,1128,6632.56,6632.56,closed
2417Garden,3/1/22,3/31/22,1275,7907.39,7907.39,closed
2417Garden,4/1/22,4/30/22,-4173,3734.73,3734.73,closed
2417Garden,5/1/22,5/31/22,5934,9668.9,9668.9,closed
2417Garden,6/1/22,6/30/22,-3116,6553.39,6553.39,closed
2417Garden,7/1/22,7/31/22,-948,5605.71,5605.71,closed
2417Garden,8/1/22,8/31/22,5375,10980.31,10980.31,closed
2417Garden,9/1/22,9/30/22,-993,9987.79,9987.79,closed
2417Garden,10/1/22,10/31/22,-2234,7753.55,7753.55,closed
2417Garden,11/1/22,11/30/22,442,8195.98,8195.98,closed
2417Garden,12/1/22,12/31/22,-5314,2882.17,2882.17,closed
2417Garden,1/1/23,1/31/23,-561,2320.69,2320.69,closed
2417Garden,2/1/23,2/28/23,215,2535.33,2535.33,closed
2417Garden,3/1/23,3/31/23,-1472,1063.13,1063.13,closed
2417Garden,4/1/23,4/30/23,1620,2683.49,2683.49,closed
2417Garden,6/1/23,6/30/23,3170,3926.41,3926.41,closed
2417Garden,7/1/23,7/31/23,-1227,2699.87,2699.87,closed
2417Garden,8/1/23,8/31/23,4375,7075.15,7075.15,closed
2417Garden,10/1/23,10/31/23,-78,7281.85,7281.85,closed
2417Garden,11/1/23,11/30/23,4416,11697.66,11697.66,closed
2208Chase,4/1/22,4/30/22,0,8571.26,8571.26,closed
2208Chase,5/1/22,5/31/22,0,8571.33,8571.33,closed
2417Garden,12/1/23,12/31/23,-10032,1665.5,1665.5,closed
4909Jamesway,9/1/19,9/30/19,-565,10221.75,10221.75,closed
4909Jamesway,6/1/21,6/30/21,9439,27364.25,27364.25,closed
4909Jamesway,11/1/21,11/30/21,5211,37943.25,37943.25,closed
4909Jamesway,2/1/22,2/28/22,1976,15546.75,15546.75,closed
4909Jamesway,3/1/22,3/31/22,-2081,13465.5,13465.5,closed
4909Jamesway,3/1/23,3/31/23,703,7595.75,7595.75,closed
4909Jamesway,12/1/23,12/31/23,-22866,5433.5,5433.5,closed
4909Jamesway,1/1/18,1/31/18,3541,11759.19,11759.19,closed
4909Jamesway,2/1/18,2/28/18,1575,13334.31,13334.31,closed
4909Jamesway,3/1/18,3/31/18,2064,15398.49,15398.49,closed
4909Jamesway,4/1/18,4/30/18,-160,15238.93,15238.93,closed
4909Jamesway,5/1/18,5/31/18,956,16194.68,16194.68,closed
4909Jamesway,6/1/18,6/30/18,1055,17249.57,17249.57,closed
4909Jamesway,8/1/18,8/31/18,-1615,16156.71,16156.71,closed
4909Jamesway,9/1/18,9/30/18,1138,17294.47,17294.47,closed
4909Jamesway,10/1/18,10/31/18,1635,18929.27,18929.27,closed
4909Jamesway,11/1/18,11/30/18,-9344,9584.8,9584.8,closed
4909Jamesway,12/1/18,12/31/18,-3941,5643.97,5643.97,closed
4909Jamesway,1/1/19,1/31/19,781,6425.32,6425.32,closed
4909Jamesway,2/1/19,2/28/19,-6003,422.07,422.07,closed
4909Jamesway,3/1/19,3/31/19,2235,2657.37,2657.37,closed
4909Jamesway,4/1/19,4/30/19,2145,4802.67,4802.67,closed
4909Jamesway,5/1/19,5/31/19,2168,6970.52,6970.52,closed
4909Jamesway,6/1/19,6/30/19,-2118,4852.38,4852.38,closed
4909Jamesway,7/1/19,7/31/19,1559,6411.23,6411.23,closed
4909Jamesway,8/1/19,8/31/19,4375,10786.45,10786.45,closed
4909Jamesway,10/1/19,10/31/19,-204,10018.03,10018.03,closed
4909Jamesway,11/1/19,11/30/19,-103,9914.78,9914.78,closed
4909Jamesway,12/1/19,12/31/19,-7771,2143.53,2143.53,closed
4909Jamesway,1/1/20,1/31/20,1277,3420.28,3420.28,closed
4909Jamesway,2/1/20,2/29/20,723,4143.01,4143.01,closed
4909Jamesway,3/1/20,3/31/20,2788,6931.1,6931.1,closed
4909Jamesway,4/1/20,4/30/20,839,7769.77,7769.77,closed
4909Jamesway,5/1/20,5/31/20,2409,10178.48,10178.48,closed
4909Jamesway,6/1/20,6/30/20,-3318,6860.91,6860.91,closed
4909Jamesway,7/1/20,7/31/20,-2304,4556.57,4556.57,closed
4909Jamesway,8/1/20,8/31/20,2607,7163.27,7163.27,closed
4909Jamesway,10/1/20,10/31/20,5542,13974.84,13974.84,closed
4909Jamesway,11/1/20,11/30/20,-5812,8162.8,8162.8,closed
4909Jamesway,12/1/20,12/31/20,-7242,920.32,920.32,closed
4909Jamesway,1/1/21,1/31/21,4600,5520.34,5520.34,closed
4909Jamesway,2/1/21,2/28/21,3478,8998.27,8998.27,closed
4909Jamesway,3/1/21,3/31/21,3345,12343.2,12343.2,closed
4909Jamesway,4/1/21,4/30/21,1768,14110.73,14110.73,closed
4909Jamesway,5/1/21,5/31/21,3815,17925.55,17925.55,closed
4909Jamesway,7/1/21,7/31/21,-1143,26221.16,26221.16,closed
4909Jamesway,8/1/21,8/31/21,1584,27805.41,27805.41,closed
4909Jamesway,9/1/21,9/30/21,1390,29195.64,29195.64,closed
4909Jamesway,10/1/21,10/31/21,3537,32732.39,32732.39,closed
4909Jamesway,12/1/21,12/31/21,-33212,4731.27,4731.27,closed
4909Jamesway,1/1/22,1/31/22,8839,13570.36,13570.36,closed
4909Jamesway,4/1/22,4/30/22,287,13752.1,13752.1,closed
4909Jamesway,5/1/22,5/31/22,983,14735.49,14735.49,closed
4909Jamesway,6/1/22,6/30/22,13354,28089.76,28089.76,closed
4909Jamesway,7/1/22,7/31/22,-384,27705.62,27705.62,closed
4909Jamesway,9/1/22,9/30/22,-447,30592.2,30592.2,closed
4909Jamesway,10/1/22,10/31/22,742,31334.19,31334.19,closed
4909Jamesway,11/1/22,11/30/22,5887,37221.43,37221.43,closed
4909Jamesway,12/1/22,12/31/22,-32804,4416.97,4416.97,closed
4909Jamesway,1/1/23,1/31/23,905,5321.93,5321.93,closed
4909Jamesway,2/1/23,2/28/23,1571,6892.9,6892.9,closed
4909Jamesway,4/1/23,4/30/23,-1271,6324.68,6324.68,closed
4909Jamesway,5/1/23,5/31/23,3120,9444.37,9444.37,closed
4909Jamesway,6/1/23,6/30/23,1009,10453.3,10453.3,closed
4909Jamesway,7/1/23,7/31/23,-25,10428.32,10428.32,closed
4909Jamesway,8/1/23,8/31/23,6100,16528.69,16528.69,closed
4909Jamesway,9/1/23,9/30/23,4042,20570.59,20570.59,closed
4909Jamesway,10/1/23,10/31/23,4885,25455.98,25455.98,closed
4909Jamesway,11/1/23,11/30/23,2844,28299.72,28299.72,closed
4920Brianhill,12/1/20,12/31/20,5304,5304.01,5304.01,closed
4920Brianhill,1/1/21,1/31/21,-1450,3854.01,3854.01,closed
4920Brianhill,2/1/21,2/28/21,2175,6029.01,6029.01,closed
4920Brianhill,3/1/21,3/31/21,5350,11379.01,11379.01,closed
4920Brianhill,4/1/21,4/30/21,-7019,4360.28,4360.28,closed
4920Brianhill,5/1/21,5/31/21,5277,9637.22,9637.22,closed
4920Brianhill,6/1/21,6/30/21,3675,13312.22,13312.22,closed
4920Brianhill,7/1/21,7/31/21,717,14029.16,14029.16,closed
4920Brianhill,9/1/21,9/30/21,6962,17878.04,17878.04,closed
4920Brianhill,10/1/21,10/31/21,-1423,16454.98,16454.98,closed
4920Brianhill,11/1/21,11/30/21,2272,18726.92,18726.92,closed
4920Brianhill,12/1/21,12/31/21,-14313,4413.92,4413.92,closed
4920Brianhill,1/1/22,1/31/22,2617,7030.86,7030.86,closed
4920Brianhill,2/1/22,2/28/22,2143,9173.87,9173.87,closed
4920Brianhill,3/1/22,3/31/22,1429,10603.31,10603.31,closed
4909Jamesway,11/1/17,11/30/17,-71062,78906.55,78906.55,closed
4909Jamesway,12/1/17,12/31/17,-70688,8218.14,8218.14,closed
4920Brianhill,4/1/22,4/30/22,-1619,8984.25,8984.25,closed
6401Basswood,9/1/19,9/30/19,5670,18271.5,18271.5,closed
6401Basswood,7/1/22,7/31/22,-1473,19984.75,19984.75,closed
6401Basswood,4/1/23,4/30/23,2995,14987.75,14987.75,closed
4920Brianhill,7/1/22,7/31/22,-3816,14276.19,14276.19,closed
4920Brianhill,8/1/22,8/31/22,1807,16083.03,16083.03,closed
4920Brianhill,9/1/22,9/30/22,-1383,14699.97,14699.97,closed
4920Brianhill,10/1/22,10/31/22,-1383,13316.91,13316.91,closed
4920Brianhill,11/1/22,11/30/22,2653,15970.36,15970.36,closed
4920Brianhill,12/1/22,12/31/22,-7764,8206.74,8206.74,closed
4920Brianhill,1/1/23,1/31/23,3127,11334.13,11334.13,closed
4920Brianhill,2/1/23,2/28/23,6416,17749.69,17749.69,closed
4920Brianhill,3/1/23,3/31/23,3117,20867.18,20867.18,closed
4920Brianhill,4/1/23,4/30/23,2100,22967.21,22967.21,closed
4920Brianhill,5/1/23,5/31/23,5980,28947.34,28947.34,closed
4920Brianhill,6/1/23,6/30/23,3136,32082.92,32082.92,closed
4920Brianhill,7/1/23,7/31/23,-1830,30253.06,30253.06,closed
4920Brianhill,8/1/23,8/31/23,5270,35523.52,35523.52,closed
4920Brianhill,9/1/23,9/30/23,-1270,34253.31,34253.31,closed
4920Brianhill,10/1/23,10/31/23,-1076,33177.78,33177.78,closed
6401Basswood,3/1/18,3/31/18,-680,437.99,437.99,closed
6401Basswood,4/1/18,4/30/18,3348,3785.55,3785.55,closed
6401Basswood,5/1/18,5/31/18,141,3926.48,3926.48,closed
6401Basswood,6/1/18,6/30/18,-2391,1535.43,1535.43,closed
6401Basswood,7/1/18,7/31/18,762,2297.21,2297.21,closed
6401Basswood,8/1/18,8/31/18,-310,1987.59,1987.59,closed
6401Basswood,9/1/18,9/30/18,1288,3275.84,3275.84,closed
6401Basswood,10/1/18,10/31/18,2291,5566.95,5566.95,closed
6401Basswood,11/1/18,11/30/18,9990,15557.17,15557.17,closed
6401Basswood,12/1/18,12/31/18,-8613,6944.22,6944.22,closed
6401Basswood,1/1/19,1/31/19,1675,8619.65,8619.65,closed
6401Basswood,2/1/19,2/28/19,1731,10350.22,10350.22,closed
6401Basswood,3/1/19,3/31/19,-476,9873.81,9873.81,closed
6401Basswood,4/1/19,4/30/19,2652,12525.47,12525.47,closed
6401Basswood,5/1/19,5/31/19,-829,11696.78,11696.78,closed
6401Basswood,6/1/19,6/30/19,-743,10953.45,10953.45,closed
6401Basswood,7/1/19,7/31/19,1804,12757.24,12757.24,closed
6401Basswood,8/1/19,8/31/19,-156,12601.45,12601.45,closed
6401Basswood,10/1/19,10/31/19,418,18689.65,18689.65,closed
6401Basswood,11/1/19,11/30/19,2483,21172.81,21172.81,closed
